gene_symbol,gene_length_bp
PRAMEF12,2889
PRAMEF1,2439
PRAMEF11,1845
PRAMEF30P,1417
HNRNPCL1,1134
PRAMEF2,1642
PRAMEF4,1840
RNU6-1072P,107
PRAMEF29P,1139
PRAMEF6,1784
PRAMEF13,2442
RNU6-771P,107
PRAMEF33,1518
AADACL4,2027
PRAMEF7,1909
PRAMEF5,1855
IL23R,4561
PRAMEF8,1611
PRAMEF20,1597
LRRC38,2168
LYST,28005
RN7SL713P,302
TACSTD2,1820
AK2P1,690
LINC01647,1351
LINC01555,2884
PRAMEF19,2123
RPL22P6,388
ZBED6,11697
KCNA3,10130
ZC3H11B,4727
FOXD3,2562
MIR6068,60
LOC441887,1357
RNA5SP49,115
RPSAP65,595
ATP6V1G3,678
PEBP1P3,548
MIR181B1,110
MIR181A1,110
RNU6-1062P,107
RNU6-662P,104
SNRPEP10,274
RNU6-1248P,64
PHB1P11,809
ACTBP11,1126
CICP5,2215
RNU6-1319P,104
MIR4426,63
LOC100130137,571
RGS2,2088
RN7SKP126,300
CRYBG2,6895
TRIM67-AS1,1348
TMEM234,3571
GADD45A,1925
RNU7-80P,61
COX6B1P7,235
MRPS18BP1,192
ESRRG,10932
CHRNB2,5882
LOC101928009,2254
LELP1,536
PRR9,1222
RPLP0P4,927
LORICRIN,1245
PGLYRP3,2229
PGLYRP4,2273
RNU6-160P,107
S100A12,485
LAPTM4BP1,690
S100A15A,181
S100A7A,4458
S100A7P1,275
S100A7L2,306
LOC124904631,162
LOC124904641,145
RPS27AP5,471
TNFRSF18,1271
B3GALT6,2805
C1QTNF12,1794
MIR6726,61
PLEKHO1,6629
RN7SL480P,294
RNU2-17P,190
CIART,2849
MIR6727,65
TAS1R3,3475
MIR6808,59
NDUFB4P8,367
RNU6-48P,107
ACTG1P20,468
MTCO1P38,300
MTND2P27,1041
MTND1P25,956
MTCYBP15,1127
MTND6P15,521
MTND5P18,1801
RPL9P11,559
PIK3CD-AS1,1823
MZT1P1,246
RN7SKP269,319
MIR5697,78
RNU6-693P,107
SLC25A38P1,943
RNU1-153P,146
RNU1-154P,167
RNVU1-31,164
NBPF20,19689
PRAMEF25,1997
VAMP3,2733
UTS2,1793
RPL7AP18,800
RPL21P24,448
ATP6V0E1P4,242
HSPE1P24,238
CFL1P6,494
CIROZ,3612
SLC2A3P2,1480
RNU6-1176P,107
MIR3671,88
MIR101-1,75
MRPS21P1,223
ST13P19,1124
RPS29P7,171
SETSIP,879
RPL17P5,555
NUAK2,3391
SNRPGP10,225
LEMD1,1041
MIR135B,97
LEMD1-DT,2885
LINC02942,1264
CR1-AS1,1506
RNA5SP534,84
SYT14,14480
CFAP97P1,483
RNU6-171P,107
PBX1-AS1,1963
RPL35AP7,312
RNU6-755P,103
WNT9A,4005
MIR5008,94
CICP26,2448
PBX1,23367
RPL18AP5,527
CHCHD3P3,640
NPM1P39,867
SNRPEP7,220
OR2AK2,1154
OR6K6,1172
FCRLB,2611
PRSS38,1285
OR10R2,1159
OR2L13,2079
NOTCH2NLR,2372
OR14L1,3009
PRAMEF18,2125
CLEC20A,3375
TTC34,7780
NBPF14,11985
TAS1R2,2520
TNFRSF4,1975
AKR1D1P1,936
LINC01699,259
RNA5SP70,79
RN7SKP229,302
RPL37P9,286
CAMTA1-AS3,349
RNU1-8P,165
MIR1290,78
AXDND1,6089
MEF2AP1,863
HNRNPA1P54,9714
RNU5F-2P,82
ANGPTL7,2224
RNU6-291P,107
RPL39P6,150
UBIAD1,5090
UBE2V2P3,437
RN7SL444P,300
RNY4P25,96
LOC124900437,108
MIR554,96
RPS10P6,495
DPPA2P2,897
MIR1976,52
RN7SL679P,304
LOC124904769,64
WBP1LP7,363
OR4F29,939
NSRP1P1,1693
HSPE1P25,251
NEXN-AS1,2292
RNU6-1102P,96
MIR8083,89
RN7SL372P,298
GEMIN2P1,752
IPO8P1,3109
PRELID1P5,659
OR2T7,3733
MTND1P23,372
MTND2P28,1044
MTCO1P12,1543
MTCO2P12,682
MTATP8P1,207
MTATP6P1,681
MTCO3P12,547
WBP1LP6,424
OR4F16,939
CICP3,2455
RNU6-1199P,104
CICP21,1838
RNU6-747P,104
GYG1P3,994
MIR4422,83
KIRREL1-IT1,587
ELL2P1,1906
RPS10P8,499
EIF2S3P1,1075
RNU1-7P,164
RERE-AS1,1178
LOC124900452,125
RPL7P11,658
RPL7P7,703
RPL27P3,415
RPL23AP19,369
MIR6728,89
RNU6-304P,107
HMGN2P17,743
CA6,2662
RN7SL451P,299
SPEN,15120
VN1R5,1239
OR10J4,935
PRKCZ-AS1,1734
WDR26,12649
MIR5087,76
RNVU1-21,156
RNVU1-1,164
RNU1-155P,135
MIR6077,82
RNVU1-2,162
RNVU1-3,161
CYCSP4,331
RNU6-89P,100
RPS27P8,254
LOC124900426,118
ABL2,16676
SETP10,814
LOC124900432,107
LOC124900429,141
EIF4A1P11,222
COX5BP8,349
MIR4252,63
RN7SL230P,303
RPSAP16,821
RPS24P5,371
QSOX1,9276
YWHAQP9,512
HNRNPA1P6,1447
PGBP,1358
FMO9P,1415
OR2T32P,963
OR2L1P,938
ZNF731P,1465
OR2W5P,963
PDZK1P1,5424
H2BP2,381
CHIAP2,2837
PRAMEF36P,2035
PDE4DIPP7,1148
H2BC19P,493
H2BC20P,580
DDX11L1,2898
OR4G11P,939
CROCCP4,498
MST1L,2185
SLC35E2A,732
LINC01145,16748
KMT2CP2,1197
PDE4DIPP4,997
SEPTIN7P13,11453
NBPF25P,5335
CLCA3P,3437
GTF2IP20,360
CROCCP2,2773
H2BP1,8929
PPIEL,7601
MTMR9LP,5420
FCGR1BP,7920
GBA1LP,9852
FAAHP1,1238
EMBP1,7591
PTPN11BP,1219
LINC00869,26832
SEPTIN14P21,178
LINC01347,5382
PDE4DIPP6,7248
TUBA5P,1262
RNU6-1208P,107
MIR6731,72
RNU4-28P,141
MICOS10-NBL1,1276
HTR6,3800
RUNX3,4922
RUNX3-AS1,820
MIR4425,84
LINC02793,1431
RNU6-487P,104
LARP7P1,316
SEC22B4P,463
LOC124904613,164
LOC124904634,160
RNA5SP536,123
HYDIN2,14154
LOC124900456,117
CCT8P1,1657
RPL7AP15,795
LOC100130018,960
LINC02794,1477
CYP46A4P,267
SKINT1L,817
PPP1R8P1,1044
SOD2P1,562
BTG2,2757
CHD5,10094
HES3,710
MIR200B,95
MIR200A,90
MIR429,83
TMEM278,3217
PDE4DIP,37693
RGS4,4729
KRT18P12,1273
UBE2V1P13,439
GAPDHP24,983
CDCP2,3510
NUP210L,5884
ESPN,6940
CACNA1E,22018
ZNF648,3649
YPEL5P1,367
RNU6-152P,107
RPL18P2,511
EIF1P3,334
MIR4794,77
SPATA1,4365
ALX3,1976
UBL4B,1505
TTLL7-IT1,2921
TXN2P1,493
ASB17,1080
ST6GALNAC3,7200
LOC100418965,664
TPI1P1,750
RNU6-161P,106
CYP4Z2P,1512
CAPNS1P1,633
GBP1P1,4155
KCNAB2,17212
POGZ,12192
JUN,3624
CAMTA1,15672
BSND,9761
TMEM240,2009
LINC01343,2573
ERI3-IT1,619
ZYG11A,4694
LOC100652967,175
H3P2,395
RRAS2P1,502
TUBBP10,1301
HIGD1AP11,280
SLC1A7,5413
PATJ-DT,427
AMY2B,7491
LOC100421116,864
RPL26P10,427
EIF2S2P5,968
PKMP1,1523
HDGF,3720
LOC100420658,535
RPS3AP10,813
RNA5SP64,107
FAM78B,5719
FAM78B-AS1,594
MIR921,56
EWSR1P1,1969
FMO7P,768
SUCO,7893
RABGAP1L-IT1,737
RPS26P12,334
RNU6-307P,106
ENTR1P2,1023
RPS29P4,161
LINC01657,1809
TNNI1,7488
SNORA70H,135
RPL10P4,308
MIR6740,113
GARIN4,2302
RFKP5,460
BATF3,2569
RN7SKP49,260
FBXO28,6020
SNRPD2P2,333
TSNAX-DT,4472
TSNAX-DISC1,4207
DISC1,12929
FNDC5,3354
RPL34P1,354
LOC107985453,248
MIR29C,88
MIR29B2,81
RNA5SP20,84
GPATCH4,4622
MYCL,4967
LINC01355,6182
ZNF436,4786
RPL23AP23,471
MED18,2017
NBPF6,3504
NBPF1,12212
LOC100129534,2407
RPL23AP21,457
THAP3P1,3654
PIN1P1,996
RPL31P11,1605
HDAC1P2,1398
LOC100422526,741
MND1P1,604
LOC100128093,898
PUDPP2,643
SLC25A3P1,2781
RPS10P7,494
ACTG1P25,2825
SLC44A3-AS1,12880
PDIA3P1,1510
PFN1P2,1834
LOC100420423,1171
CYMP,1263
BTNL10P,695
MROH3P,4646
UOX,915
PTPRVP,5864
GFOD3P,9700
GNRHR2,2647
PRAMEF26,2433
PRAMEF32P,1068
DIO1,2282
HNRNPA3P12,1063
MIR4781,76
COX7BP3,238
LINC01648,1519
MIR4420,77
RN7SKP91,288
LOC400748,1747
RN7SL371P,267
CCDC27,4238
OR14A2,1791
LOC128031836,99
LOC128071544,207
LOC128092251,63
LOC128031832,120
GPR61,5057
USP21,3764
ESPNP,3774
KIFAP3,4978
RN7SL269P,305
MRPS10P1,130
KIFAP3-AS1,341
SIGLEC30P,941
RN7SKP160,340
RNA5SP67,131
RNA5SP68,119
KIAA1614,10452
DYNLL1P3,266
CACNA1S,7283
MIR4422HG,2568
TOR1AIP1,4692
LOC139427322,78
ELOCP18,337
RPE65,4307
DEPDC1-AS2,960
TXNP2,295
TNR,13470
TNR-IT1,630
RYR2,17971
GOT2P2,1251
RPL26P11,316
LOC646870,1337
SLC9C2,5123
ANKRD45,4125
SNORA59A,152
RNA5SP46,120
LINC01633,1423
RNA5SP72,117
FTH1P25,469
OPTC,1682
MIR761,59
TSEN15P2,358
RNA5SP48,126
RN7SL290P,300
KTI12,1708
TXNDC12-AS1,391
LOC124900423,132
PM20D1,2611
TTLL10-AS1,3532
MTOR-AS1,763
CROCCP3,2137
LOC124905560,10471
LOC124905569,10471
LOC124904585,305
RPL17P8,552
TMCC2-AS1,686
RNU2-19P,84
RNU6-418P,107
PDE4DIPP2,8022
LYPD9P,318
AHCYP8,209
LINC00970,5705
PIGM,7038
ATP1A4,6271
ELOCP20,345
CNOT7P2,832
LOC100287840,558
RN7SL420P,298
LOC124900438,134
OR2W5,1647
ZNF669,1980
RPL31P12,358
RNU6-1246P,107
RLIMP2,1563
RPS19P2,410
RPS15P1,434
RNU6-403P,104
LINC02474,1366
AVPR1B-DT,630
WARS2-AS1,12600
RPL6P2,783
LINC01780,1528
RNU1-75P,129
HAO2-IT1,311
GAPDHP74,625
HSD3BP2,1118
GAPDHP23,993
LOC101927468,19278
RNA5SP57,123
RNVU1-22,157
CLK2,3658
LINC01362,2155
RN7SL583P,287
RPL36AP10,322
RNU6-725P,102
KRT18P32,1287
PROX1-AS1,10899
LINC00538,1906
LOC100421842,554
PHB1P3,819
LINC01760,1467
LINC01761,2755
DPYD-AS1,1479
DPYD-IT1,401
SEC63P1,1258
RPL26P9,433
DPYD-AS2,974
LOC100419654,1251
MIR2682,110
MIR137,102
NFU1P2,469
GOT2P1,1309
MTCO2P34,607
RN7SKP291,327
RNU6-830P,107
PIGQP1,430
RPSAP20,890
TBX15,4344
WARS2-IT1,2060
RBMX2P3,957
RPS3AP12,753
ANKRD36BP1,1417
RNU6-1310P,107
TBX19,3810
MIR557,98
QRSL1P1,1540
C1orf167-AS1,1868
C1orf167,6695
MIR4695,74
RN7SL180P,294
MIR3116-1,74
MIR3116-2,68
PIGPP2,458
RPS15AP7,405
RNU6-371P,108
RN7SL488P,286
RNU7-123P,60
RN7SL130P,305
RNU5A-5P,116
DISC1-IT1,762
BCAS2P2,674
GPR88,3492
RPL7AP17,783
RPL36AP12,321
YOD1,6652
LINC00466,11877
FOXD3-AS1,3790
ADAMTSL4-AS2,665
TMEM269-DT,852
LINC02815,8105
ISCA1P2,421
TMEM78,2175
RAB4A-AS1,8197
BTBD19,5275
ASH1L-AS1,8036
SETP9,832
PPIAP37,493
LOC101928372,2136
TMCO1-AS1,2150
RPS2P10,864
MIR3658,56
GAS5-AS1,814
TEX50,812
RPS27P7,255
LOC124900421,128
LINC02961,2438
RNY4P16,94
ANO7L1,1720
RPL22P3,381
SPATA21,4506
CD5L,2469
MRPS21P2,264
ATP1A1-AS1,14104
LINC01762,3210
NAP1L4P1,1157
MIR548AC,88
RPL22P24,376
RPL5P5,893
RNU7-183P,62
MCRIP2P2,209
ZMYM4-AS1,459
LINC01398,1764
LAX1,5139
CIMAP2,1777
TMEM61,1825
LINC01307,1509
DNM3OS,3195
IGSF21-AS1,1228
COA6-AS1,1056
TENT5C-DT,1380
ELF3-AS1,5795
LINC01767,2220
PABPC4-AS1,1481
LOC105373170,18252
WDTC1-DT,1586
LINC01778,2544
HIPK1-AS1,3630
RNF207-AS1,867
NTRAS,2447
LINC01717,1693
MMEL1-AS1,1721
ZNF436-AS1,3042
LOC124904441,862
LOC124904023,1893
LOC112268239,1654
LINC02574,2377
NFIA-AS1,873
RC3H1-DT,1304
LINC02795,4414
LOC105371456,3001
LINC02772,1871
LOC105378733,908
EFCAB14-AS1,763
CD101-AS1,4071
LINC02818,857
LOC105378801,1286
LINC01360,5536
LINC02775,3637
ITPKB-IT1,1876
THBS3-AS1,4918
INKA2-AS1,2527
LOC105378776,1729
LINC01359,8910
LOC105378710,3930
MFSD4A-AS1,525
KCNC4-DT,2291
LOC101927143,1430
LINC01757,804
LRRC8C-DT,12737
LOC101927164,1555
CNN3-DT,5920
NFIA-AS2,6845
LINC01783,2019
LOC107985241,1118
LINC01680,681
LOC107984918,515
FMO1-AS1,9616
LINC02780,3932
LOC124904599,922
RABGAP1L-AS1,991
LITATS1,10169
LOC105378831,1774
LOC105371689,3201
LINC01753,923
LINC02869,2324
RUSC1-AS1,4189
LOC102724446,2497
LOC124904013,3760
BCAR3-AS1,4855
USH2A-AS1,1095
LINC02884,13741
LINC01739,4931
LINC01750,5813
LINC02812,933
RBM15-AS1,6570
LINC02238,1517
LOC124904216,773
CAMTA1-AS2,1590
LOC105378780,2864
LOC124904521,578
KCNH1-IT1,730
PPM1J-DT,2325
LINC01397,7527
GRHL3-AS1,1044
LOC105371622,1873
LINC02602,2413
SLC2A1-DT,4611
LINC02783,5309
LRRC52-AS1,7925
PRKACB-DT,2082
LOC101928866,2929
DCAF8-DT,2404
ARHGEF2-AS2,2473
LINC01344,9983
PEA15-AS1,1731
LOC105373109,830
LINC02798,6512
LOC105371640,1512
LINC01134,7016
SRGAP2-AS1,2861
LINC02796,17371
LOC105378798,2916
LINC01701,2472
LOC102723760,423
H3-3A-DT,2107
LINC02609,15092
PKN2-AS1,34219
LINC01703,1725
LINC01763,2966
LOC124904502,520
LINC00862,9754
LINC01361,4978
LINC02786,3362
LOC124904416,921
LOC105378774,975
LOC107985451,5454
LINC02805,7387
LINC01132,7172
LOC105378887,596
DHCR24-DT,5048
LOC124904559,565
SSU72-AS1,2380
LOC105378736,1733
SLC16A1-AS1,16600
LRIG2-DT,3086
LINC01356,3183
LINC02790,3066
LOC101928264,1640
PTGER3-AS1,1149
LINC01364,920
LOC105378658,444
LOC105376856,971
LINC01031,2346
LOC124904522,1887
LINC02784,939
GORAB-AS1,6765
LINC02801,10195
LINC02769,565
LOC105378842,4620
LOC105373223,3792
SLC35F3-AS1,906
LOC105372923,3156
RRAGC-DT,3296
LINC01709,3411
LINC02608,6804
LINC01698,2882
DLEU2L,3555
LOC105376892,886
LINC01755,14565
LOC105371646,1742
SMG7-AS1,5241
LINC01349,857
FHAD1-AS1,3704
LOC124903852,9279
TGFB2-AS1,2413
LINC01635,2322
HSD11B1-AS1,3348
CYMP-AS1,2374
LINC01675,2028
LINC02770,2871
LINC02606,6288
LOC124904434,7957
LOC124903886,398
PDC-AS1,7021
LINC01776,2541
PRKCZ-DT,846
LOC124903825,766
LOC124904592,473
LOC105373220,8254
LINC01139,5975
PRDX6-AS1,5247
NECTIN4-AS1,2474
LINC01685,4648
LINC02787,2982
LINC02817,5078
FCRL3-AS1,1097
LOC102724856,1365
LOC105378747,902
LOC101928596,721
MIR34AHG,10504
LINC01221,791
LNCTAM34A,7554
CAMTA1-DT,745
DHX9-AS1,1244
LOC124904530,2652
LINC02813,1755
BRINP3-DT,4264
LOC124904575,967
CNIH3-AS2,4628
LOC124903836,474
LINC02779,3141
PLPPR5-AS1,7333
LINC01738,2199
LOC124904174,1166
LINC01350,2991
GS1-204I12.4,3158
LINC01781,2190
CLSPN-DT,575
LINC02768,5015
LINC02567,755
LOC105378639,2350
ACBD3-AS1,1104
ZRANB2-AS1,2295
LOC105378927,1014
LOC124904548,1208
LOC105376805,2744
LINC03126,3293
DYRK3-AS1,1974
LINC01681,3924
BCL10-AS1,5228
SMYD3-AS1,943
RABGAP1L-DT,9524
LOC105371672,7384
LOC101926964,7369
ATF6-DT,4621
LRP8-DT,1622
MIR9-1HG,18058
LINC02778,1432
NGF-AS1,5911
LOC112268234,415
LOC124904406,295
LOC105375358,1794
LOC105373273,850
CA14P1,1284
MDS2,2209
ICMT-DT,2677
LOC124904554,3520
LOC105378810,4204
USH2A-AS2,785
LINC00184,2942
LOC105373209,5122
LOC101927787,5122
LINC01732,5547
GNB1-DT,1574
LOC124903871,1340
LOC101929178,1281
POU2F1-DT,3083
LOC124905749,4670
LPGAT1-AS1,2511
CSMD2-AS1,2636
RNF186-AS1,460
LINC00624,8293
LINC01354,4372
EXOSC10-AS1,6588
LINC02800,2541
LOC105371254,5642
LINC02774,8538
MIR181A1HG,14462
PTPRC-AS1,483
LOC105372906,2979
LINC01682,6096
LINC01696,1095
JTB-DT,1478
LOC105378724,596
LOC124903949,851
LOC105378629,1098
GS1-279B7.1,1253
TFAP2E-AS1,1115
EFCAB2-AS1,1880
LINC02803,1945
LINC02897,2930
C1orf21-DT,1648
LINC02766,3639
LOC105371729,2710
AK5-AS1,1084
LOC124903824,7060
LYPLAL1-DT,16927
LOC105378770,798
LYPLAL1-AS1,4303
LINC02811,1553
LINC01645,4132
LOC130932201,3351
LOC124904513,1194
LOC124904601,6185
LOC124904544,9313
LINC01661,3397
DOCK7-DT,2066
LOC107985358,1316
LOC102724892,3280
ZNF496-DT,11935
LOC105373289,6127
LEMD1-AS1,3729
LOC105378920,3371
ZNF687-AS1,1926
LOC124904471,683
LINC01222,2249
LINC01632,1190
DCST1-AS1,1518
LOC105378621,1130
LINC01676,3120
LINC00853,1173
LOC117779438,2984
PACERR,3058
ZNF692-DT,514
LINC01141,7404
LINC01346,5363
LINC01345,2355
MICOS10-DT,913
LOC105371680,1000
LOC100506929,1443
LOC105371434,373
LOC124903827,6805
RGS2-AS1,16727
LOC124904027,1131
LINC00467,7488
LINC01784,529
ROR1-AS1,4637
LOC124904194,2121
VAV3-AS1,5540
LINC01765,2769
S1PR1-DT,2982
ANKRD13C-DT,1332
LOC101928334,3766
LINC03102,692
LOC343052,1848
LOC101928059,3594
LOC124904540,373
LINC01774,858
LINC02765,3394
CLCA4-AS1,8476
ZMPSTE24-DT,1662
LOC101928565,10372
LINC02607,8287
MGC27382,3509
FALEC,3245
LOC105378899,537
LOC102723834,4382
LINC02773,5554
FLVCR1-DT,5046
LINC02591,5244
LOC105373277,2338
LOC124904576,2965
LOC105372937,1607
LINC00582,1065
LINC02791,1091
LINC02257,8031
LINC01707,6907
LINC02802,6048
LINC01672,2346
MAGOH-DT,2433
LOC124904478,1163
LOC107984928,2387
LOC105378660,1033
LINC01708,2163
LOC105378895,707
LOC105379825,5359
LINC01748,16345
LOC124900414,3992
LOC105372984,5740
RWDD3-DT,5485
GAS5,5626
LINC01777,2922
LINC01389,1660
ZRANB2-DT,16141
LOC105378930,1480
LOC112268276,2743
PHC2-AS1,822
TNFRSF14-AS1,9357
DAB1-AS1,4342
IBA57-DT,850
LOC124904542,1335
MIR29B2CHG,16225
LOC124904205,1751
DEPDC1-AS1,1252
MATN1-AS1,4105
MIR205HG,4592
LINC01142,2223
TMEM51-AS2,928
NEK2-DT,3477
TAF1A-AS1,2261
CCDC18-AS1,7017
ELOA-AS1,4758
RTCA-AS1,10037
CHRM3-AS2,10098
EXO5-DT,2194
LINC02789,2963
RGS5-AS1,2888
GNG12-AS1,6085
ENO1-AS1,1057
ARHGAP29-AS1,5771
MKNK1-AS1,2740
LOC124905716,3905
ELAVL4-AS1,1077
LINC01348,6908
LOC107984948,11911
LINC01525,1488
AP4B1-AS1,5903
RNPC3-DT,4740
LAMTOR5-AS1,15877
CAMTA1-AS1,799
LOC128071543,2098
MYCL-AS1,1764
ERICH3-AS1,5528
LINC01461,2563
TRIM11-AS1,1093
LMX1A-AS1,803
LOC107985211,6123
LOC124904560,494
LSP1P5,6129
LOC101926907,21091
HSD52,8158
LINC02777,2189
LINC02596,908
LINC01768,1094
LINC01725,28153
LINC01736,1344
LINC01036,16885
SERTAD4-AS1,1719
SPATA17-AS1,1044
KAZN-AS1,3313
LOC124904571,756
NUP133-DT,1538
LOC124903859,3129
LOC124903866,725
LINC01779,3850
CAMTA1-IT1,806
LINC02808,6249
LINC02988,2875
LOC105372908,1634
LINC02771,3697
LINC02971,1870
KYAT3,2196
VANGL2,5362
LOC101929388,1192
RNU6-510P,108
MIR3659HG,2552
POU3F1,2965
MIR3659,99
DDX59-AS1,1308
MIR1302-2HG,1743
FAM138A,1743
MIR6859-2,68
GPN2-AS1,306
TRNP1,3005
EMC1-AS1,2046
HNRNPA1P43,910
LINC01649,2677
LOC101928952,203
TDRKH-AS1,1675
C2CD4D-AS1,1670
CADM3-AS1,6805
DPH5-DT,9959
LOC124900440,187
HNRNPA1P68,979
LINC01409,8986
FAM87B,1960
FAM41C,2422
LOC101928626,4585
LINC00115,23626
EEF1GP7,703
OAZ1P1,685
FTH1P22,520
CHIAP3,1133
KMT2CP3,1232
LOC107985200,5567
LINC02819,4893
RPL7AP19,618
TUBB8P9,1313
CBX1P3,527
UBBP2,231
RPL23AP25,463
LOC100129734,795
COP1-DT,7874
GEMIN8P4,729
CHORDC1P5,967
MTX1LP,838
RPS7P5,1537
MSTO2P,1709
PDE4DIPP1,6499
PFN1P4,402
MKRN8P,1326
ZNF691-DT,4293
HSD3BP4,1120
NDUFS5P2,306
HSPA7,1927
LOC105369140,2624
PDE4DIPP3,1176
FCGR1CP,1127
RPL22P5,389
SRGAP2D,1021
HMGN2P19,265
LCEP4,325
LCEP3,170
MMP23A,3793
PLA2G12AP1,568
CHIAP1,995
LOC124904546,2423
CAPN9-AS1,1345
RPS27AP6,448
AIMP1P2,312
SDHDP6,480
NBPF18P,568
OR6K5P,945
OR6R1P,940
FAM131C2P,704
OR4G4P,840
MST1P2,2291
EIF1AXP1,435
SPRR2C,1712
RPS18P3,451
LINC01641,2914
KMT2CP1,2276
DRD5P2,2012
SPTLC1P4,260
PFN1P3,402
RPL32P6,397
H3P1,368
H2BC27P,382
LOC101927434,643
MED28P8,521
LOC100128362,921
SEC22B2P,573
RPL29P7,457
UQCRBP2,297
UAP1-DT,3647
SUMO1P3,304
NBPF13P,2090
SEC22B3P,576
CROCCP5,830
SLAMF6P1,602
PRAMEF31P,1371
H3P4,416
PDE4DIPP5,1270
C4BPAP2,478
SEPTIN14P17,177
RPS18P4,455
RPL23AP24,385
LOC127239154,9218
CICP7,2477
NDUFA5P10,357
LINC01138,29275
ABHD17AP3,1137
LOC100130714,796
GCSHP5,1055
SLC25A24P2,510
WASH7P,6775
RPL27AP2,428
LINC01133,7052
HSD3BP1,1111
MT1XP1,186
DDX11L17,570
WASH9P,7602
BCAN-AS2,4265
CSRP1-AS1,7176
IPO9-AS1,1274
AKR7A2,3753
LOC105376695,630
ERRFI1-DT,7929
LINC01714,6683
LINC00623,14650
CYCSP5,297
C1orf202,1315
LOC124904706,104
FMO6P,1599
GPR199P,926
LOC105378644,2366
LOC105371618,802
LOC101929305,5893
LINC02767,11735
LINC00303,5435
LINC01128,24912
MIR137HG,13528
FAF1-AS1,3237
LOC124904403,13473
NFYC-AS1,2636
HLX-AS1,2547
LOC101929609,3430
LOC653513,21514
EPHA2-AS1,4422
RFX5-AS1,1622
CYP4A22-AS1,3016
CHRM3-AS1,2418
LINC01650,3122
LINC01740,2662
PINK1-AS,4443
IL6R-AS1,1886
LOC107985206,3249
UBE2Q1-AS1,443
LOC124904411,3543
H2AC19,592
LOC105371458,2453
SMIM42,1015
LINC01704,2071
LOC107985213,2598
CCDST,18687
FLG,12793
FLG2,9124
LINC00302,817
KPLCE,949
LCE7A,612
LINC01527,1997
SLC25A34-AS1,987
SPEN-AS1,8243
LINC02593,6557
LOC100288175,2902
LINC01786,1580
SCNN1D,4025
MRPL20-AS1,2579
ANKRD65-AS1,1222
LINC01770,4652
LOC100130331,3700
ZP4,2474
SPATA42,914
TMEM167B-DT,2888
SYT2-AS1,314
PCAT6,5369
SPCS2P4,681
ARL8BP2,557
RNU6-176P,105
LOC105371223,3312
LINC01719,4661
SH3D21,8142
PYDC5,2781
PPP1R15B-AS1,3015
LOC105371693,1176
LOC124904813,104
ARID1A,16790
MPZ,2150
CELA2B,1449
SCARNA21B,140
CHCHD2P6,447
RNU7-179P,68
CD24P1,225
DDI2,12178
RSC1A1,2321
LUZP1,9818
SELENON,4403
SELENOF,2201
SCMH1-DT,7754
LOC124904158,1369
FOXO6-AS1,394
CDC20-DT,1808
MED8-AS1,3150
SZT2,26354
SZT2-AS1,699
KDM4A-AS1,5009
ST3GAL3-AS1,926
LOC124904721,90
ANKRD35-DT,1891
LIX1L-AS1,3365
NBPF10,14155
OR6K4P,955
AGRN,10762
MIR488,83
VDAC1P4,835
MIR3121,77
OVAAL,2957
LOC124904687,96
RNU5E-1,121
RNU5F-1,118
RNU5D-1,102
SNHG12,4597
TAF12-DT,1295
RNU11,135
SELENOWP1,252
RPL21P22,436
LOC107984935,940
LOC105379772,558
EEF1A1P46,1342
RNU6-40P,107
LDC1P,1244
LINC01226,10194
PEF1-AS1,6632
LOC124903930,1226
NBPF7P,1332
LINC01562,3477
TTC39A-AS1,2066
EPS15-AS1,4816
CALR4P,946
LOC105378944,11823
LOC107985524,1570
NBPF26,7206
LPCAT2BP,1534
HIVEP3,14625
LOC128125817,81
HNRNPFP1,1133
GUCA2B,604
LINC01688,481
GLUL,12287
TEDDM1,2551
LINC00272,740
RGSL1,9063
TEDDM2P,786
C4BPAP1,1893
LOC124904498,806
LOC105372880,969
RNU6-110P,104
LOC124900433,84
TRIM63,2576
C1orf232,1203
ZNF593,732
ZPLD2P,2710
LOC124903883,3477
RCAN3AS,4765
SPRR5,762
EPHA10,8152
ACTN4P2,1892
C1orf122,2231
RPS2P13,691
INPP5B-AS1,481
RNU6-584P,95
LINC01758,458
LRRC7,30043
LRRC7-AS1,948
LINC01724,2035
BTBD8,8342
ST13P21,1098
RPL7L1P21,670
CHTOP,6100
SYT6,5065
NBPF19,13941
MPTX1,667
LINC01743,964
RPL7AP82,222
RPL35AP6,322
KIF28P,3064
LINC01341,5835
MGAT4EP,1135
ADORA1-AS2,3059
ADORA1-AS1,353
MGAT4FP,1239
LINC01353,3483
BTG2-DT,4949
LOC124904487,980
LOC105376712,493
PIK3CD-AS2,1099
CTNNBIP1-AS1,424
TMEM274P,444
RPL21P21,337
PGAM1P11,680
TUBAP8,1192
CYP4A26P,196
CYP4A43P,121
CYP4A27P,190
CYP4A44P,154
RN7SL370P,295
ACTG1P21,1000
RNA5SP21,96
LINC01741,1904
CRYZL2P-SEC16B,8058
CRYZL2P,1047
RASAL2-AS1,3410
LINC01745,623
LINC01744,2905
LOC101927711,1886
RPS7P3,580
RNU4-77P,156
MIR4427,68
LOC105373475,696
NBPF4,3463
SLC25A24P1,1220
NBPF5P,1051
ETNK2,4513
ERLNC1,1536
SKI,6687
REN,1753
CD2,1794
KCNA2,18995
HEYL,4107
SH2D1B,2795
FRRS1,8624
TMEM82,1443
RALGPS2,9445
